rotation_id,aircraft_id,flight_id,leg_number
R000931,AC038,FL1541,1
R000932,AC038,FL0001,1
R000933,AC038,FL1042,1
R000934,AC038,FL0526,1
R000935,AC038,FL2621,1
R000936,AC038,FL1461,1
R000937,AC038,FL1701,1
R000938,AC038,FL1568,1
R000939,AC038,FL0397,2
R000940,AC038,FL0828,1
R000941,AC038,FL2170,2
R000942,AC038,FL0848,1
R000943,AC038,FL2785,1
R000944,AC038,FL0532,2
R000945,AC038,FL0994,1
R000946,AC038,FL2799,1
R000947,AC038,FL2217,1
R000948,AC038,FL2061,2
R000949,AC038,FL1657,1
R000950,AC038,FL0067,1
R000951,AC038,FL0211,1
R000952,AC038,FL2214,2
R000953,AC038,FL2507,1
R000954,AC038,FL0959,1
R000955,AC038,FL1202,2
R000956,AC038,FL1326,1
R000957,AC038,FL1486,1
R000958,AC038,FL2328,2
R000959,AC038,FL2162,1
R000960,AC038,FL2894,2
R000961,AC038,FL2752,1
R000962,AC038,FL2572,1
R000963,AC039,FL1441,1
R000964,AC039,FL1241,1
R000965,AC039,FL1526,1
R000966,AC039,FL2145,1
R000967,AC039,FL1962,1
R000968,AC039,FL0359,2
R000969,AC039,FL1570,3
R000970,AC039,FL1884,1
R000971,AC039,FL0630,2
R000972,AC039,FL1163,3
R000973,AC039,FL1211,4
R000974,AC039,FL1647,1
R000975,AC039,FL0160,2
R000976,AC039,FL1048,3
R000977,AC039,FL2667,4
R000978,AC039,FL1975,1
R000979,AC039,FL2267,1
R000980,AC039,FL2274,1
R000981,AC039,FL1636,1
R000982,AC039,FL1342,2
R000983,AC039,FL0162,3
R000984,AC039,FL0014,1
R000985,AC039,FL0152,2
R000986,AC039,FL1497,3
R000987,AC039,FL2848,4
R000988,AC039,FL1359,1
R000989,AC039,FL1282,1
R000990,AC039,FL0452,1
R000991,AC039,FL0240,2
R000992,AC039,FL0893,1
R000993,AC039,FL1784,1
R000994,AC039,FL0811,1
R000995,AC039,FL0086,2
R000996,AC040,FL0455,1
R000997,AC040,FL0595,1
R000998,AC040,FL0845,2
R000999,AC040,FL0805,1
R001000,AC040,FL0053,1
R001001,AC040,FL1314,1
R001002,AC040,FL2624,2
R001003,AC040,FL0174,1
R001004,AC040,FL0011,1
R001005,AC040,FL1039,2
R001006,AC040,FL0616,1
R001007,AC040,FL0500,2
R001008,AC040,FL1929,1
R001009,AC040,FL2524,1
R001010,AC040,FL1005,2
R001011,AC040,FL1886,3
R001012,AC040,FL1658,4
R001013,AC040,FL1580,1
R001014,AC040,FL0665,1
R001015,AC040,FL2758,2
R001016,AC040,FL1222,1
R001017,AC040,FL0667,2
R001018,AC040,FL1620,3
R001019,AC040,FL1081,1
R001020,AC040,FL1713,2
R001021,AC040,FL1696,1
R001022,AC040,FL0941,2
R001023,AC040,FL2750,1
R001024,AC040,FL0529,2
R001025,AC040,FL2636,1
R001026,AC040,FL1194,1
R001027,AC041,FL2712,1
R001028,AC041,FL1462,2
R001029,AC041,FL0278,3
R001030,AC041,FL0209,1
R001031,AC041,FL2856,1
R001032,AC041,FL0874,1
R001033,AC041,FL0517,2
R001034,AC041,FL2579,1
R001035,AC041,FL0795,1
R001036,AC041,FL0895,2
R001037,AC041,FL1108,1
R001038,AC041,FL0538,1
R001039,AC041,FL1686,2
R001040,AC041,FL0897,1
R001041,AC041,FL1415,2
R001042,AC041,FL2204,3
R001043,AC041,FL2052,1
R001044,AC041,FL2181,2
R001045,AC041,FL2117,1
R001046,AC041,FL1923,2
R001047,AC041,FL0883,1
R001048,AC041,FL0161,2
R001049,AC041,FL1368,1
R001050,AC041,FL0057,1
R001051,AC041,FL0744,1
R001052,AC041,FL2478,1
R001053,AC041,FL1491,2
R001054,AC041,FL2008,1
R001055,AC041,FL0159,2
R001056,AC041,FL0570,1
R001057,AC041,FL2559,1
R001058,AC041,FL2845,1
R001059,AC041,FL2669,2
R001060,AC041,FL2414,3
R001061,AC041,FL2499,1
R001062,AC042,FL0429,1
R001063,AC042,FL1484,2
R001064,AC042,FL1185,1
R001065,AC042,FL1147,1
R001066,AC042,FL1224,2
R001067,AC042,FL0585,1
R001068,AC042,FL0201,1
R001069,AC042,FL2168,1
R001070,AC042,FL0689,2
R001071,AC042,FL0743,1
R001072,AC042,FL2199,1
R001073,AC042,FL2871,1
R001074,AC042,FL0341,1
R001075,AC042,FL1673,2
R001076,AC042,FL0588,1
R001077,AC042,FL1824,2
R001078,AC042,FL0471,1
R001079,AC042,FL2264,1
R001080,AC042,FL0443,2
R001081,AC042,FL0482,3
R001082,AC042,FL0221,1
R001083,AC042,FL2787,1
R001084,AC042,FL2340,1
R001085,AC042,FL2176,2
R001086,AC042,FL0156,1
R001087,AC042,FL0613,1
R001088,AC042,FL2816,1
R001089,AC042,FL1609,1
R001090,AC042,FL1988,2
R001091,AC042,FL1150,1
R001092,AC042,FL0490,1
R001093,AC042,FL1936,1
R001094,AC042,FL2739,2
R001095,AC043,FL0512,1
R001096,AC043,FL0766,2
R001097,AC043,FL0635,1
R001098,AC043,FL0009,1
R001099,AC043,FL2422,1
R001100,AC043,FL0184,1
R001101,AC043,FL0022,2
R001102,AC043,FL0335,1
R001103,AC043,FL1919,1
R001104,AC043,FL1253,1
R001105,AC043,FL0647,1
R001106,AC043,FL2053,1
R001107,AC043,FL0925,1
R001108,AC043,FL2265,2
R001109,AC043,FL2282,3
R001110,AC043,FL2361,4
R001111,AC043,FL1670,5
R001112,AC043,FL0673,6
R001113,AC043,FL1096,1
R001114,AC043,FL2949,1
R001115,AC043,FL0081,2
R001116,AC043,FL0762,1
R001117,AC043,FL2763,1
R001118,AC043,FL0326,1
R001119,AC043,FL0837,1
R001120,AC043,FL1424,1
R001121,AC043,FL0486,2
R001122,AC043,FL1932,3
R001123,AC043,FL2970,1
R001124,AC043,FL2238,1
R001125,AC043,FL2188,1
R001126,AC043,FL2658,2
R001127,AC044,FL2714,1
R001128,AC044,FL1192,2
R001129,AC044,FL1783,3
R001130,AC044,FL2988,4
R001131,AC044,FL1492,1
R001132,AC044,FL2092,1
R001133,AC044,FL0137,2
R001134,AC044,FL0391,3
R001135,AC044,FL2646,1
R001136,AC044,FL0985,2
R001137,AC044,FL1674,3
R001138,AC044,FL0283,1
R001139,AC044,FL0753,2
R001140,AC044,FL1412,1
R001141,AC044,FL1679,2
R001142,AC044,FL1452,1
R001143,AC044,FL1504,1
R001144,AC044,FL1780,1
R001145,AC044,FL0945,1
R001146,AC044,FL0303,1
R001147,AC044,FL0398,2
R001148,AC044,FL1793,1
R001149,AC044,FL1249,2
R001150,AC044,FL2699,3
R001151,AC044,FL2832,4
R001152,AC044,FL2026,1
R001153,AC045,FL1990,1
R001154,AC045,FL1511,2
R001155,AC045,FL0663,1
R001156,AC045,FL0179,2
R001157,AC045,FL1112,1
R001158,AC045,FL1130,2
R001159,AC045,FL2732,3
R001160,AC045,FL1952,4
R001161,AC045,FL1213,1
R001162,AC045,FL2289,1
R001163,AC045,FL2156,1
R001164,AC045,FL2024,2
R001165,AC045,FL2239,3
R001166,AC045,FL1372,1
R001167,AC045,FL1469,1
R001168,AC045,FL0426,2
R001169,AC045,FL2808,3
R001170,AC045,FL0414,4
R001171,AC045,FL1971,1
R001172,AC045,FL1119,2
R001173,AC045,FL2528,3
R001174,AC045,FL2345,1
R001175,AC045,FL1819,2
R001176,AC045,FL2665,3
R001177,AC045,FL0383,1
R001178,AC045,FL1336,1
R001179,AC045,FL0704,2
R001180,AC045,FL1422,1
R001181,AC045,FL1102,1
R001182,AC045,FL1834,1
R001183,AC045,FL2942,1
R001184,AC046,FL2493,1
R001185,AC046,FL2355,1
R001186,AC046,FL2281,2
R001187,AC046,FL1263,3
R001188,AC046,FL2396,4
R001189,AC046,FL0948,5
R001190,AC046,FL0896,6
R001191,AC046,FL2015,7
R001192,AC046,FL1333,1
R001193,AC046,FL2874,2
R001194,AC046,FL2847,3
R001195,AC046,FL1027,1
R001196,AC046,FL0695,1
R001197,AC046,FL0831,2
R001198,AC046,FL2700,3
R001199,AC046,FL2395,1
R001200,AC046,FL2464,2
R001201,AC046,FL2837,3
R001202,AC046,FL1646,4
R001203,AC046,FL0797,1
R001204,AC046,FL2958,1
R001205,AC046,FL1382,2
R001206,AC046,FL2782,1
R001207,AC047,FL2909,1
R001208,AC047,FL0710,2
R001209,AC047,FL0720,3
R001210,AC047,FL2159,1
R001211,AC047,FL1205,2
R001212,AC047,FL1392,1
R001213,AC047,FL2473,1
R001214,AC047,FL0348,1
R001215,AC047,FL0373,2
R001216,AC047,FL0833,1
R001217,AC047,FL1562,2
R001218,AC047,FL2509,1
R001219,AC047,FL2447,2
R001220,AC047,FL2723,3
R001221,AC047,FL0547,1
R001222,AC047,FL0873,2
R001223,AC047,FL1533,3
R001224,AC047,FL1901,4
R001225,AC047,FL2922,1
R001226,AC047,FL1747,2
R001227,AC047,FL0433,3
R001228,AC047,FL2681,1
R001229,AC047,FL2517,1
R001230,AC048,FL1614,1
R001231,AC048,FL2342,2
R001232,AC048,FL2169,1
R001233,AC048,FL1852,2
R001234,AC048,FL1859,3
R001235,AC048,FL2869,4
R001236,AC048,FL2182,5
R001237,AC048,FL0193,1
R001238,AC048,FL2164,1
R001239,AC048,FL2283,1
R001240,AC048,FL1547,1
R001241,AC048,FL1219,2
R001242,AC048,FL2883,1
R001243,AC048,FL2358,1
R001244,AC048,FL1827,1
R001245,AC048,FL1733,2
R001246,AC048,FL1404,1
R001247,AC048,FL1767,2
R001248,AC048,FL0110,1
R001249,AC048,FL2410,2
R001250,AC048,FL2601,3
R001251,AC048,FL1023,1
R001252,AC048,FL0841,1
R001253,AC048,FL0965,2
R001254,AC049,FL0122,1
R001255,AC049,FL2382,2
R001256,AC049,FL2678,3
R001257,AC049,FL0223,4
R001258,AC049,FL1361,1
R001259,AC049,FL0972,1
R001260,AC049,FL2824,1
R001261,AC049,FL2367,1
R001262,AC049,FL1524,1
R001263,AC049,FL0059,2
R001264,AC049,FL1252,3
R001265,AC049,FL0089,4
R001266,AC049,FL0118,1
R001267,AC049,FL1374,1
R001268,AC049,FL0871,2
R001269,AC049,FL0656,1
R001270,AC049,FL0151,1
R001271,AC049,FL0476,1
R001272,AC049,FL2575,1
R001273,AC049,FL1794,2
R001274,AC049,FL1973,1
R001275,AC049,FL0370,2
R001276,AC049,FL1698,1
R001277,AC049,FL1423,2
R001278,AC050,FL2288,1
R001279,AC050,FL2203,1
R001280,AC050,FL1521,2
R001281,AC050,FL1860,3
R001282,AC050,FL2377,1
R001283,AC050,FL1544,2
R001284,AC050,FL1682,1
R001285,AC050,FL2931,2
R001286,AC050,FL2717,1
R001287,AC050,FL1664,2
R001288,AC050,FL2897,1
R001289,AC050,FL1045,2
R001290,AC050,FL0867,1
R001291,AC050,FL1120,2
R001292,AC050,FL0075,1
R001293,AC050,FL0182,2
R001294,AC050,FL2322,1
R001295,AC050,FL2551,1
R001296,AC050,FL1443,1
R001297,AC050,FL1417,1
R001298,AC050,FL2498,2
R001299,AC050,FL1033,3
R001300,AC050,FL2346,4
R001301,AC050,FL2344,1
R001302,AC050,FL0817,1
R001303,AC050,FL0292,1
R001304,AC050,FL2463,1
R001305,AC050,FL0830,2
R001306,AC050,FL1537,3
R001307,AC050,FL1709,4
R001308,AC051,FL2748,1
R001309,AC051,FL0473,2
R001310,AC051,FL1106,3
R001311,AC051,FL2020,1
R001312,AC051,FL2249,2
R001313,AC051,FL1403,1
R001314,AC051,FL0932,2
R001315,AC051,FL2565,1
R001316,AC051,FL0836,1
R001317,AC051,FL1955,1
R001318,AC051,FL0666,1
R001319,AC051,FL2775,2
R001320,AC051,FL1840,3
R001321,AC051,FL2042,1
R001322,AC051,FL0563,1
R001323,AC051,FL0317,2
R001324,AC051,FL2888,1
R001325,AC051,FL1043,1
R001326,AC051,FL0315,2
R001327,AC051,FL0832,1
R001328,AC051,FL0244,2
R001329,AC051,FL1391,1
R001330,AC051,FL2720,1
R001331,AC051,FL0361,2
R001332,AC051,FL1974,3
R001333,AC051,FL2879,1
R001334,AC051,FL0746,2
R001335,AC052,FL2362,1
R001336,AC052,FL1976,2
R001337,AC052,FL1764,3
R001338,AC052,FL0178,4
R001339,AC052,FL0267,5
R001340,AC052,FL2596,1
R001341,AC052,FL1640,2
R001342,AC052,FL1829,3
R001343,AC052,FL0291,4
R001344,AC052,FL0821,5
R001345,AC052,FL0963,6
R001346,AC052,FL2989,7
R001347,AC052,FL0772,1
R001348,AC052,FL0579,1
R001349,AC052,FL2093,1
R001350,AC052,FL1725,1
R001351,AC052,FL2920,1
R001352,AC052,FL0378,2
R001353,AC052,FL1867,1
R001354,AC052,FL2494,1
R001355,AC052,FL1293,2
R001356,AC053,FL1554,1
R001357,AC053,FL1292,2
R001358,AC053,FL1573,1
R001359,AC053,FL0584,1
R001360,AC053,FL1548,1
R001361,AC053,FL1467,2
R001362,AC053,FL0423,1
R001363,AC053,FL1743,2
R001364,AC053,FL1885,1
R001365,AC053,FL1427,2
R001366,AC053,FL0971,1
R001367,AC053,FL0189,2
R001368,AC053,FL1489,3
R001369,AC053,FL0658,4
R001370,AC053,FL1984,1
R001371,AC053,FL2211,1
R001372,AC053,FL0468,1
R001373,AC053,FL2826,2
R001374,AC053,FL0066,1
R001375,AC053,FL2062,2
R001376,AC053,FL0499,1
R001377,AC053,FL1116,2
R001378,AC053,FL2934,3
R001379,AC053,FL0501,4
R001380,AC053,FL1313,1
R001381,AC054,FL2617,1
R001382,AC054,FL1844,2
R001383,AC054,FL1538,1
R001384,AC054,FL0449,2
R001385,AC054,FL1815,1
R001386,AC054,FL2525,2
R001387,AC054,FL0257,1
R001388,AC054,FL1525,2
R001389,AC054,FL2890,1
R001390,AC054,FL1850,1
R001391,AC054,FL1718,2
R001392,AC054,FL1822,3
R001393,AC054,FL2057,4
R001394,AC054,FL0768,5
R001395,AC054,FL0351,1
R001396,AC054,FL0227,1
R001397,AC054,FL2301,1
R001398,AC054,FL1631,1
R001399,AC054,FL1360,2
R001400,AC054,FL2887,3
R001401,AC054,FL1980,1
R001402,AC054,FL0875,1
R001403,AC054,FL1071,1
R001404,AC054,FL2202,1
R001405,AC054,FL0111,1
R001406,AC054,FL1086,1
R001407,AC054,FL0472,1
R001408,AC054,FL2753,2
R001409,AC054,FL0752,1
R001410,AC054,FL1813,2
R001411,AC054,FL1770,3
R001412,AC054,FL0324,4
R001413,AC054,FL1445,5
R001414,AC054,FL2254,1
R001415,AC054,FL0788,1
R001416,AC055,FL2945,1
R001417,AC055,FL2954,2
R001418,AC055,FL1173,1
R001419,AC055,FL2004,1
R001420,AC055,FL1552,2
R001421,AC055,FL0559,3
R001422,AC055,FL2564,1
R001423,AC055,FL1394,2
R001424,AC055,FL2721,1
R001425,AC055,FL1289,1
R001426,AC055,FL2406,2
R001427,AC055,FL1760,3
R001428,AC055,FL2574,4
R001429,AC055,FL0901,5
R001430,AC055,FL2391,1
R001431,AC055,FL0073,2
R001432,AC055,FL2278,3
R001433,AC055,FL1926,4
R001434,AC055,FL2893,5
R001435,AC055,FL0447,1
R001436,AC055,FL0036,2
R001437,AC055,FL1386,1
R001438,AC056,FL1177,1
R001439,AC056,FL0722,1
R001440,AC056,FL2728,2
R001441,AC056,FL1019,3
R001442,AC056,FL2292,4
R001443,AC056,FL2010,5
R001444,AC056,FL1723,1
R001445,AC056,FL1152,1
R001446,AC056,FL1060,2
R001447,AC056,FL1744,3
R001448,AC056,FL0740,4
R001449,AC056,FL1727,5
R001450,AC056,FL0781,1
R001451,AC056,FL0023,2
R001452,AC056,FL1236,3
R001453,AC056,FL1557,1
R001454,AC056,FL1128,2
R001455,AC056,FL2088,1
R001456,AC056,FL1989,1
R001457,AC056,FL0793,2
R001458,AC056,FL0411,3
R001459,AC057,FL0138,1
R001460,AC057,FL0384,2
R001461,AC057,FL0829,3
R001462,AC057,FL1854,4
R001463,AC057,FL0218,1
R001464,AC057,FL0756,1
R001465,AC057,FL0102,1
R001466,AC057,FL1632,1
R001467,AC057,FL0219,1
R001468,AC057,FL0629,1
R001469,AC057,FL2369,2
R001470,AC057,FL1067,1
R001471,AC057,FL2885,2
R001472,AC057,FL0659,1
R001473,AC057,FL1111,2
R001474,AC057,FL0364,3
R001475,AC057,FL1543,1
R001476,AC057,FL0599,2
R001477,AC057,FL2616,1
R001478,AC057,FL2067,1
R001479,AC057,FL2458,2
R001480,AC059,FL1624,1
R001481,AC059,FL2962,1
R001482,AC059,FL1681,1
R001483,AC059,FL1595,2
R001484,AC059,FL2961,3
R001485,AC059,FL1316,1
R001486,AC059,FL0705,2
R001487,AC059,FL2536,1
R001488,AC059,FL1279,1
R001489,AC059,FL0922,1
R001490,AC059,FL1165,1
R001491,AC059,FL0487,1
R001492,AC059,FL1076,2
R001493,AC059,FL1986,1
R001494,AC059,FL2453,2
R001495,AC059,FL0454,3
R001496,AC059,FL2016,4
R001497,AC059,FL1842,1
R001498,AC059,FL1487,2
R001499,AC059,FL1457,3
R001500,AC059,FL1227,4
R001501,AC059,FL1684,1
R001502,AC059,FL0177,2
R001503,AC059,FL0175,1
R001504,AC059,FL1306,1
R001505,AC059,FL1344,2
R001506,AC059,FL0755,1
R001507,AC060,FL1050,1
R001508,AC060,FL2802,2
R001509,AC060,FL2881,1
R001510,AC060,FL2891,1
R001511,AC060,FL1694,2
R001512,AC060,FL1755,1
R001513,AC060,FL1712,1
R001514,AC060,FL1115,1
R001515,AC060,FL2641,1
R001516,AC060,FL1795,2
R001517,AC060,FL0601,3
R001518,AC060,FL0198,4
R001519,AC060,FL1648,5
R001520,AC060,FL1846,6
R001521,AC060,FL1523,1
R001522,AC060,FL1746,2
R001523,AC060,FL0149,3
R001524,AC060,FL2685,1
R001525,AC060,FL1373,1
R001526,AC060,FL0100,1
R001527,AC060,FL1366,1
R001528,AC060,FL1193,1
R001529,AC060,FL2076,2
R001530,AC060,FL1370,1
R001531,AC060,FL0064,1
R001532,AC060,FL1287,2
R001533,AC060,FL0707,1
R001534,AC060,FL0798,2
R001535,AC060,FL2731,1
R001536,AC060,FL1246,1
R001537,AC060,FL2688,1
R001538,AC060,FL0462,2
R001539,AC060,FL1303,1
R001540,AC060,FL2756,2
R001541,AC061,FL1240,1
R001542,AC061,FL0718,1
R001543,AC061,FL0546,2
R001544,AC061,FL0530,1
R001545,AC061,FL0802,1
R001546,AC061,FL1688,1
R001547,AC061,FL2586,2
R001548,AC061,FL0763,1
R001549,AC061,FL1400,2
R001550,AC061,FL0379,1
R001551,AC061,FL1977,1
R001552,AC061,FL0492,2
R001553,AC061,FL2224,1
R001554,AC061,FL1728,1
R001555,AC061,FL2394,1
R001556,AC061,FL0040,2
R001557,AC061,FL2977,3
R001558,AC061,FL2907,4
R001559,AC061,FL0524,1
R001560,AC061,FL0696,2
R001561,AC061,FL1663,3
R001562,AC061,FL1602,1
R001563,AC061,FL2929,1
R001564,AC061,FL0210,2
R001565,AC061,FL2767,3
R001566,AC061,FL1083,1
R001567,AC061,FL1759,2
R001568,AC061,FL2032,3
R001569,AC063,FL2452,1
R001570,AC063,FL1201,1
R001571,AC063,FL0002,2
R001572,AC063,FL1144,1
R001573,AC063,FL1216,1
R001574,AC063,FL2430,2
R001575,AC063,FL1967,1
R001576,AC063,FL2404,2
R001577,AC063,FL2060,3
R001578,AC063,FL1661,1
R001579,AC063,FL1009,1
R001580,AC063,FL2549,1
R001581,AC063,FL0888,1
R001582,AC063,FL2684,1
R001583,AC063,FL1025,1
R001584,AC063,FL1951,1
R001585,AC063,FL1110,2
R001586,AC063,FL0264,1
R001587,AC063,FL2930,2
R001588,AC063,FL0591,3
R001589,AC063,FL2095,1
R001590,AC063,FL1482,1
R001591,AC064,FL2235,1
R001592,AC064,FL2433,1
R001593,AC064,FL1983,1
R001594,AC064,FL2737,2
R001595,AC064,FL0604,3
R001596,AC064,FL1158,1
R001597,AC064,FL1942,2
R001598,AC064,FL1512,3
R001599,AC064,FL0957,4
R001600,AC064,FL0093,1
R001601,AC064,FL0858,1
R001602,AC064,FL2158,1
R001603,AC064,FL2405,1
R001604,AC064,FL2809,1
R001605,AC064,FL2696,2
R001606,AC064,FL2784,1
R001607,AC064,FL1619,1
R001608,AC064,FL0202,1
R001609,AC064,FL1638,2
R001610,AC065,FL0290,1
R001611,AC065,FL1961,1
R001612,AC065,FL2090,2
R001613,AC065,FL1578,3
R001614,AC065,FL2580,1
R001615,AC065,FL1001,2
R001616,AC065,FL2709,3
R001617,AC065,FL0046,4
R001618,AC065,FL0272,1
R001619,AC065,FL1861,1
R001620,AC065,FL0727,1
R001621,AC065,FL2058,2
R001622,AC065,FL2013,1
R001623,AC065,FL1751,1
R001624,AC065,FL1034,1
R001625,AC065,FL0403,1
R001626,AC065,FL0536,2
R001627,AC065,FL0147,3
R001628,AC065,FL2963,1
R001629,AC065,FL2017,2
R001630,AC065,FL1501,1
R001631,AC065,FL1645,2
R001632,AC065,FL1260,1
R001633,AC065,FL2299,1
R001634,AC065,FL0427,1
R001635,AC065,FL1586,1
R001636,AC065,FL0342,2
R001637,AC066,FL0954,1
R001638,AC066,FL0902,1
R001639,AC066,FL1641,2
R001640,AC066,FL1402,3
R001641,AC066,FL0197,4
R001642,AC066,FL2512,5
R001643,AC066,FL1053,1
R001644,AC066,FL0349,2
R001645,AC066,FL2599,3
R001646,AC066,FL2745,1
R001647,AC066,FL1786,1
R001648,AC066,FL0376,2
R001649,AC066,FL1597,3
R001650,AC066,FL1560,4
R001651,AC066,FL0374,5
R001652,AC066,FL2383,6
R001653,AC066,FL1710,1
R001654,AC066,FL0594,2
R001655,AC066,FL2321,3
R001656,AC066,FL2545,4
R001657,AC066,FL0915,1
R001658,AC067,FL0575,1
R001659,AC067,FL0076,2
R001660,AC067,FL2471,1
R001661,AC067,FL0706,1
R001662,AC067,FL0969,2
R001663,AC067,FL1153,3
R001664,AC067,FL1095,1
R001665,AC067,FL1187,1
R001666,AC067,FL1354,2
R001667,AC067,FL1921,1
R001668,AC067,FL1930,2
R001669,AC067,FL2125,1
R001670,AC067,FL2628,1
R001671,AC067,FL0644,2
R001672,AC067,FL0286,3
R001673,AC067,FL2987,1
R001674,AC067,FL0217,2
R001675,AC067,FL2454,1
R001676,AC067,FL2459,1
R001677,AC067,FL2538,1
R001678,AC067,FL2602,2
R001679,AC067,FL2439,3
R001680,AC067,FL2668,4
R001681,AC067,FL0461,5
R001682,AC067,FL0258,1
R001683,AC067,FL1882,2
R001684,AC067,FL0655,3
R001685,AC067,FL2385,4
R001686,AC067,FL1991,5
R001687,AC067,FL1982,1
R001688,AC067,FL1301,1
R001689,AC068,FL2640,1
R001690,AC068,FL0661,1
R001691,AC068,FL0095,1
R001692,AC068,FL0407,2
R001693,AC068,FL2187,3
R001694,AC068,FL1870,4
R001695,AC068,FL2880,1
R001696,AC068,FL0782,1
R001697,AC068,FL2947,1
R001698,AC068,FL2951,1
R001699,AC068,FL2398,2
R001700,AC068,FL0459,1
R001701,AC068,FL2595,1
R001702,AC068,FL0044,1
R001703,AC068,FL2622,1
R001704,AC068,FL1352,2
R001705,AC068,FL2419,1
R001706,AC068,FL0456,2
R001707,AC068,FL2793,1
R001708,AC068,FL2754,2
R001709,AC068,FL1714,3
R001710,AC068,FL1483,4
R001711,AC068,FL1583,5
R001712,AC068,FL0894,6
R001713,AC068,FL2650,7
R001714,AC069,FL0950,1
R001715,AC069,FL0191,1
R001716,AC069,FL0823,1
R001717,AC069,FL0633,2
R001718,AC069,FL0336,1
R001719,AC069,FL0598,2
R001720,AC069,FL1296,1
R001721,AC069,FL0826,1
R001722,AC069,FL1378,2
R001723,AC069,FL2046,3
R001724,AC069,FL2861,4
R001725,AC069,FL0259,1
R001726,AC069,FL1724,2
R001727,AC069,FL2247,3
R001728,AC069,FL1234,1
R001729,AC069,FL2475,1
R001730,AC069,FL0015,1
R001731,AC069,FL0990,2
R001732,AC069,FL2623,3
R001733,AC069,FL0328,4
R001734,AC069,FL0794,1
R001735,AC069,FL2196,2
R001736,AC070,FL2901,1
R001737,AC070,FL0892,1
R001738,AC070,FL0999,1
R001739,AC070,FL2133,1
R001740,AC070,FL2034,1
R001741,AC070,FL2850,2
R001742,AC070,FL2993,1
R001743,AC070,FL0653,1
R001744,AC070,FL2338,2
R001745,AC070,FL2100,1
R001746,AC070,FL2001,1
R001747,AC070,FL2402,1
R001748,AC070,FL0783,1
R001749,AC070,FL0649,1
R001750,AC070,FL0437,1
R001751,AC070,FL2755,1
R001752,AC070,FL2950,2
R001753,AC070,FL0367,3
R001754,AC070,FL2075,1
R001755,AC070,FL2928,1
R001756,AC070,FL1630,2
R001757,AC070,FL2903,3
R001758,AC070,FL2973,4
R001759,AC070,FL1722,5
R001760,AC070,FL0116,1
R001761,AC070,FL0650,1
R001762,AC070,FL0803,1
R001763,AC070,FL2351,2
R001764,AC070,FL2743,1
R001765,AC070,FL2085,1
R001766,AC070,FL0479,1
R001767,AC070,FL1283,2
R001768,AC070,FL0062,1
R001769,AC070,FL0200,1
R001770,AC070,FL0964,2
R001771,AC070,FL0313,1
R001772,AC070,FL2161,2
R001773,AC070,FL2097,1
R001774,AC071,FL1155,1
R001775,AC071,FL2157,1
R001776,AC071,FL1190,1
R001777,AC071,FL0088,2
R001778,AC071,FL1935,3
R001779,AC071,FL0392,4
R001780,AC071,FL0230,1
R001781,AC071,FL2417,2
R001782,AC071,FL0234,1
R001783,AC071,FL0958,1
R001784,AC071,FL2768,1
R001785,AC071,FL2828,1
R001786,AC071,FL2378,2
R001787,AC071,FL1811,3
R001788,AC071,FL1181,1
R001789,AC071,FL0967,2
R001790,AC071,FL1161,1
R001791,AC071,FL0169,1
R001792,AC071,FL2268,2
R001793,AC071,FL2485,3
R001794,AC071,FL0872,1
R001795,AC071,FL2557,1
R001796,AC071,FL2487,2
R001797,AC071,FL1939,1
R001798,AC071,FL1475,2
R001799,AC071,FL2455,3
R001800,AC071,FL0253,4
R001801,AC071,FL0643,5
R001802,AC072,FL2323,1
R001803,AC072,FL2779,1
R001804,AC072,FL0298,2
R001805,AC072,FL0155,3
R001806,AC072,FL0708,1
R001807,AC072,FL1766,2
R001808,AC072,FL1434,1
R001809,AC072,FL2644,1
R001810,AC072,FL2027,1
R001811,AC072,FL0684,2
R001812,AC072,FL0929,1
R001813,AC072,FL0236,1
R001814,AC072,FL2606,1
R001815,AC072,FL2420,1
R001816,AC072,FL0038,1
R001817,AC072,FL0477,1
R001818,AC072,FL2007,2
R001819,AC072,FL2585,3
R001820,AC072,FL0543,1
R001821,AC072,FL1044,2
R001822,AC072,FL1518,1
R001823,AC072,FL2496,1
R001824,AC072,FL1356,1
R001825,AC072,FL0212,2
R001826,AC072,FL2056,3
R001827,AC072,FL1255,1
R001828,AC072,FL2633,2
R001829,AC072,FL1742,1
R001830,AC072,FL1628,2
R001831,AC072,FL1911,3
R001832,AC072,FL2029,1
R001833,AC072,FL1334,1
R001834,AC072,FL2872,2
R001835,AC072,FL2271,3
R001836,AC072,FL2529,1
R001837,AC072,FL2555,2
R001838,AC072,FL0386,3
R001839,AC072,FL2374,1
R001840,AC072,FL1494,2
R001841,AC072,FL0357,1
R001842,AC072,FL2719,1
R001843,AC073,FL2902,1
R001844,AC073,FL0682,2
R001845,AC073,FL2936,3
R001846,AC073,FL2645,1
R001847,AC073,FL0853,1
R001848,AC073,FL1414,1
R001849,AC073,FL2242,1
R001850,AC073,FL2112,1
R001851,AC073,FL0813,1
R001852,AC073,FL0372,2
R001853,AC073,FL0033,1
R001854,AC073,FL1266,2
R001855,AC073,FL1003,3
R001856,AC073,FL1711,4
R001857,AC073,FL2059,5
R001858,AC073,FL1218,6
R001859,AC073,FL1322,7
R001860,AC073,FL1065,1
R001861,AC073,FL0099,2
